10818108854,239043943,06/24/2019 02:14:46 AM,06/24/2019 02:15:06 AM,,,,,9209d9a9ba072595b74ed36cac,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,,"$25,000-$49,999",,,,,,,,,,,,,South Atlantic,,,,,iOS Phone / Tablet,,,,,
10818100837,239043943,06/24/2019 02:11:17 AM,06/24/2019 02:12:18 AM,,,,,92c5ab4fb4b7fa122b982e28d0,Yes,,0 - 3,,,Yes,,Vii,I have taken the test,,,,,,,,INFP (The Idealist),,,,,,,,,,18 to 24,,,,,,Female,,,,,,Hispanic,,,,18-29,,,,,Female,,,"$25,000-$49,999",,,,,,,,,,,,,,,,Mountain,,,Android Phone / Tablet,,,,
10818096686,239043943,06/24/2019 02:08:55 AM,06/24/2019 02:09:00 AM,,,,,7dda6e5ac41ddb2db652fed209,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,,,,"$100,000-$124,999",,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10818096622,239043943,06/24/2019 02:08:53 AM,06/24/2019 02:29:34 AM,,,,,331861d69122987b9fcce15bde,Yes,,0 - 3,,,Yes,,@beautyvixen80,I have taken the test,,,,,,ISTP (The Craftsman),,,,,,,,,,,,,,,45 to 54,,,Female,,,,,,,White / Caucasian,,,,,45-60,,,Female,,,,"$50,000-$74,999",,,,,,,,,,,,,East South Central,,,,,Android Phone / Tablet,,,,
10818092185,239043943,06/24/2019 02:06:28 AM,06/24/2019 02:06:31 AM,,,,,88864cc94a60de61fe33518fa3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-44,,,Male,,,,,"$50,000-$74,999",,,,,,,,,,,,,,,,Pacific,,Android Phone / Tablet,,,,
10818091091,239043943,06/24/2019 02:05:44 AM,06/24/2019 02:06:28 AM,,,,,b2a4d59164e56884d618ca5a63,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,,,,,,,,"$200,000+",,,,,,,,,,Pacific,,,,,MacOS Desktop / Laptop,
10818090050,239043943,06/24/2019 02:05:02 AM,06/24/2019 02:05:20 AM,,,,,5498700d019d3d375a2fb86286,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,Male,,,"$10,000-$24,999",,,,,,,,,,,,,,,,,Mountain,,iOS Phone / Tablet,,,,,
10818062005,239043943,06/24/2019 01:48:14 AM,06/24/2019 01:49:03 AM,,,,,9ea80c4f436e1abdf4cbe6878f,Yes,,,4 - 6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,,"$50,000-$74,999",,,,,,,,,Middle Atlantic,,,,,,,,iOS Phone / Tablet,,,,,
10818056697,239043943,06/24/2019 01:44:41 AM,06/24/2019 01:44:48 AM,,,,,803d1e67763ceebef772f8b030,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,,,"$50,000-$74,999",,,,,,,,,,East North Central,,,,,,,iOS Phone / Tablet,,,,,
10818056131,239043943,06/24/2019 01:44:18 AM,06/24/2019 01:44:25 AM,,,,,0d8b862b9e424dcbbce6c8f0af,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,"$0-$9,999",,,,,,,,,,,,,,,,,,,Pacific,,Android Phone / Tablet,,,,
10818054386,239043943,06/24/2019 01:43:08 AM,06/24/2019 01:43:28 AM,,,,,6d63016a9899c40839fe6e7a7a,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,"$25,000-$49,999",,,,,,,,,,,East North Central,,,,,,,,,,Windows Desktop / Laptop,,
10818044105,239043943,06/24/2019 01:36:08 AM,06/24/2019 01:36:59 AM,,,,,e93a1b935bd185416a34fd918c,Yes,,0 - 3,,,Yes,,3x,I have taken the test,,ISTJ (The Inspector),,,,,,,,,,,,,,,,,,,45 to 54,,,,Male,,,,Black or African American,,,,,,,45-60,,Male,,,"$10,000-$24,999",,,,,,,,,,,,East North Central,,,,,,,,Android Phone / Tablet,,,,
10818041806,239043943,06/24/2019 01:34:32 AM,06/24/2019 01:34:43 AM,,,,,59ba6c6c8f533442babca39264,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,,Female,,,,,,,,,,,Prefer not to answer,,,,,,,,,Pacific,,Android Phone / Tablet,,,,
10818029629,239043943,06/24/2019 01:26:22 AM,06/24/2019 01:27:12 AM,,,,,86103ecb9e2d471ed2e82a8516,Yes,,0 - 3,,,Yes,,Jj.jj.jj,I have taken the test,,,ISFJ (The Nurturer),,,,,,,,,,,,,,,,,35 to 44,,,,,Male,,,,Black or African American,,,,,,,45-60,,Male,,"$0-$9,999",,,,,,,,,,,,,,,,,,,Pacific,,Android Phone / Tablet,,,,
10818027988,239043943,06/24/2019 01:25:08 AM,06/24/2019 01:25:57 AM,,,,,820d0e1d019cdd0c21c41ba93d,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,"$25,000-$49,999",,,,,,,,,,,,,,,,Mountain,,iOS Phone / Tablet,,,,,
10818014705,239043943,06/24/2019 01:16:29 AM,06/24/2019 01:17:20 AM,,,,,b9bdd4c43377254f6bb9bc7e02,Yes,,0 - 3,,,Yes,,Tinkerbell,,I have not taken the test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,,,"$75,000-$99,999",,,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10818012746,239043943,06/24/2019 01:15:21 AM,06/24/2019 01:15:27 AM,,,,,a0c4cb6d7eec7dbf7871d83176,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,Male,,,,,"$50,000-$74,999",,,,,,,,,,,,,,West South Central,,,iOS Phone / Tablet,,,,,
10818007244,239043943,06/24/2019 01:11:47 AM,06/24/2019 01:12:13 AM,,,,,122b7c96d098b56eb5b393ec49,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,,,,"$75,000-$99,999",,,,,,,,,East North Central,,,,,,,,Android Phone / Tablet,,,,
10818006987,239043943,06/24/2019 01:11:55 AM,06/24/2019 01:12:04 AM,,,,,857dd605e5159550de8aa39d05,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,,"$50,000-$74,999",,,,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817985356,239043943,06/24/2019 12:58:30 AM,06/24/2019 12:59:20 AM,,,,,fa32a8f6b49ec9a05cc9400d64,Yes,,0 - 3,,,Yes,,ernndee,,I have not taken the test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,,,"$75,000-$99,999",,,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817985253,239043943,06/24/2019 12:58:15 AM,06/24/2019 12:58:58 AM,,,,,9a6ca12b1a30222a62646960ee,Yes,,,4 - 6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-44,,,Male,,,"$10,000-$24,999",,,,,,,,,,,,,,,,West South Central,,,,Android Phone / Tablet,,,,
10817985018,239043943,06/24/2019 12:58:12 AM,06/24/2019 12:58:58 AM,,,,,b534dd27644d647b60ebc45c3d,Yes,,0 - 3,,,Yes,,@bigbutt,,I have not taken the test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-44,,,Male,,,,,,,,"$125,000-$149,999",,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817980579,239043943,06/24/2019 12:54:40 AM,06/24/2019 12:55:20 AM,,,,,873f6d553c79186032f84d8a5b,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,,"$25,000-$49,999",,,,,,,,,,,,,,East South Central,,,,iOS Phone / Tablet,,,,,
10817980157,239043943,06/24/2019 12:54:20 AM,06/24/2019 12:54:47 AM,,,,,8aa6818878c793b4d158b2dd44,Yes,,0 - 3,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10817979983,239043943,06/24/2019 12:54:12 AM,06/24/2019 12:54:40 AM,,,,,baec6835fb915f800cd5a40628,Yes,,,,more than  7,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-29,,,,,Female,,,,"$50,000-$74,999",,,,,,,,,,,,,,,,Pacific,,Android Phone / Tablet,,,,
10817979762,239043943,06/24/2019 12:54:06 AM,06/24/2019 12:54:24 AM,,,,,3b24026bcb12abac06a94edb26,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-29,,,,,Female,,,"$25,000-$49,999",,,,,,,,,,,,,,,,Mountain,,,Android Phone / Tablet,,,,
10817974558,239043943,06/24/2019 12:50:09 AM,06/24/2019 12:50:15 AM,,,,,ec84f0dd3a6775f322f2c4250e,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,,"$50,000-$74,999",,,,,,,,,,,,,,,,Pacific,,Android Phone / Tablet,,,,
10817968653,239043943,06/24/2019 12:45:19 AM,06/24/2019 12:45:26 AM,,,,,72bc05af499a39e5f796468c08,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,Male,,,,,,,,,,,,Prefer not to answer,,,,,,,,,Pacific,,,,Windows Desktop / Laptop,,
10817957531,239043943,06/24/2019 12:36:16 AM,06/24/2019 12:36:24 AM,,,,,cb797ade2d50ddcc18d032dd65,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,,Female,,"$10,000-$24,999",,,,,,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817952821,239043943,06/24/2019 12:32:27 AM,06/24/2019 12:32:42 AM,,,,,470d3bf1a91add5d21ab66553e,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,,,,,,,,,Prefer not to answer,,,,West North Central,,,,,,,Android Phone / Tablet,,,,
10817949943,239043943,06/24/2019 12:30:15 AM,06/24/2019 12:30:39 AM,,,,,fe89cac7cd5bfeac71281021f4,Yes,,,4 - 6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,"$10,000-$24,999",,,,,,,,,,,,,,,East South Central,,,,,Android Phone / Tablet,,,,
10817948793,239043943,06/24/2019 12:29:17 AM,06/24/2019 12:30:59 AM,,,,,59ebe55f62c34b833ded35ab65,Yes,,,4 - 6,,Yes,,wayneaddison18,,I have not taken the test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,"$10,000-$24,999",,,,,,,,,,,,East North Central,,,,,,,,Android Phone / Tablet,,,,
10817934756,239043943,06/24/2019 12:18:09 AM,06/24/2019 12:18:21 AM,,,,,b72f84d0268c6184cfacc3f57b,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-44,,,Male,,,,"$25,000-$49,999",,,,,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817932764,239043943,06/24/2019 12:16:34 AM,06/24/2019 12:17:22 AM,,,,,5ac47407b291e9e28fe665a44f,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,"$10,000-$24,999",,,,,,,,,,,,,,,,West South Central,,,iOS Phone / Tablet,,,,,
10817917345,239043943,06/24/2019 12:05:12 AM,06/24/2019 12:05:20 AM,,,,,20664a348e47cdbeafabab89a2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,"$10,000-$24,999",,,,,,,,,,,,,,,,,,Pacific,,Android Phone / Tablet,,,,
10817913595,239043943,06/23/2019 11:50:03 PM,06/24/2019 12:02:46 AM,,,,,ba3c5fc44dd49587c64c5f589e,Yes,,,4 - 6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,"$10,000-$24,999",,,,,,,,,,,,,,,,,Mountain,,,Android Phone / Tablet,,,,
10817909289,239043943,06/23/2019 11:58:24 PM,06/23/2019 11:58:40 PM,,,,,f32cf24d508f67fe5ca2027234,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,,Female,,,,,,,,,,,Prefer not to answer,,,,,South Atlantic,,,,,,Android Phone / Tablet,,,,
10817908909,239043943,06/23/2019 11:58:12 PM,06/23/2019 11:58:45 PM,,,,,37d92d0fc3655329ec4afbb488,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,,Female,,"$10,000-$24,999",,,,,,,,,,,,,,,,West South Central,,,iOS Phone / Tablet,,,,,
10817908835,239043943,06/23/2019 11:58:12 PM,06/23/2019 11:58:18 PM,,,,,2e71f3bc043a942e18fd35fd70,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,,,"$75,000-$99,999",,,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817905378,239043943,06/23/2019 11:55:02 PM,06/23/2019 11:55:11 PM,,,,,5c6bde2c1641eb0c31458fffae,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,"$10,000-$24,999",,,,,,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817904682,239043943,06/23/2019 11:54:29 PM,06/23/2019 11:54:59 PM,,,,,5fd3d385efa55cfda43bc04770,Yes,,0 - 3,,,Yes,,D,I have taken the test,,,,INFJ (The Counselor),,,,,,,,,,,,,,,,,45 to 54,,,,Male,,,,,Hispanic,,,,,,,> 60,Male,,"$0-$9,999",,,,,,,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817899231,239043943,06/23/2019 11:49:28 PM,06/23/2019 11:49:54 PM,,,,,691ae830b0e59865ef0360f89d,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-29,,,,,Female,,"$10,000-$24,999",,,,,,,,,,,,,,,East South Central,,,,iOS Phone / Tablet,,,,,
10817898110,239043943,06/23/2019 11:48:25 PM,06/23/2019 11:48:49 PM,,,,,64ef4ccf1ab1b40f1c6347ee6c,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,Male,,,,,,,,,"$150,000-$174,999",,,,,,,,,,,,Pacific,,,,,MacOS Desktop / Laptop,
10817888604,239043943,06/23/2019 11:39:53 PM,06/23/2019 11:40:22 PM,,,,,f8074a284da4097d8dabae0e81,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,,Female,,,"$25,000-$49,999",,,,,,,,,,,,,South Atlantic,,,,,iOS Phone / Tablet,,,,,
10817884482,239043943,06/23/2019 11:36:01 PM,06/23/2019 11:37:35 PM,,,,,2d4842279718e7d40f1c57a2d4,Yes,,0 - 3,,,Yes,,Freddy,,I have not taken the test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,"$10,000-$24,999",,,,,,,,,,,,East North Central,,,,,,,,Android Phone / Tablet,,,,
10817878809,239043943,06/23/2019 11:30:43 PM,06/23/2019 11:30:48 PM,,,,,6b8bc403d286b2fd6208da3ff0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,,Female,,,,,,,,,,,Prefer not to answer,,,,,,,,,Pacific,,,,,MacOS Desktop / Laptop,
10817878161,239043943,06/23/2019 11:29:54 PM,06/23/2019 11:31:06 PM,,,,,e9a3366ce544de2c3bfd23a8b1,Yes,,0 - 3,,,Yes,,Tila,I have taken the test,,,ISFJ (The Nurturer),,,,,,,,,,,,,,,18 to 24,,,,,,,Male,,,,,,White / Caucasian,,,,30-44,,,,Female,,,"$25,000-$49,999",,,,,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817872784,239043943,06/23/2019 11:24:12 PM,06/23/2019 11:25:02 PM,,,,,a19904bc7a463e2fca4b5f65c0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,"$0-$9,999",,,,,,,,,,,,,,,,,,,Pacific,,Android Phone / Tablet,,,,
10817871298,239043943,06/23/2019 11:23:27 PM,06/23/2019 11:23:35 PM,,,,,de215f09c9f05d649281278d60,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,,Female,,,"$25,000-$49,999",,,,,,,,,,,,,South Atlantic,,,,,iOS Phone / Tablet,,,,,
10817864912,239043943,06/23/2019 11:17:26 PM,06/23/2019 11:17:36 PM,,,,,5fba98a46b374cedc413484a13,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,Male,,,,,,"$75,000-$99,999",,,,,,,,,,,,East South Central,,,,iOS Phone / Tablet,,,,,
10817860714,239043943,06/23/2019 11:13:21 PM,06/23/2019 11:13:36 PM,,,,,e7e6a10bfcb59a6fcf7bb2215a,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,,"$50,000-$74,999",,,,,,,,,,,,,,,,Pacific,,Android Phone / Tablet,,,,
10817858218,239043943,06/23/2019 11:11:05 PM,06/23/2019 11:11:37 PM,,,,,78a67c17c61e779fbfa849be06,Yes,,0 - 3,,,Yes,,@ggvg,I have taken the test,,,,INFJ (The Counselor),,,,,,,,,,,,,,,25 to 34,,,,,Female,,,,Asian / Pacific Islander,,,,,,,30-44,,,Male,,,,,,"$75,000-$99,999",,,,,,,,,East North Central,,,,,,,iOS Phone / Tablet,,,,,
10817853352,239043943,06/23/2019 11:06:21 PM,06/23/2019 11:06:30 PM,,,,,05d31f821ce092151c2612d89b,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-44,,,,Female,,,"$25,000-$49,999",,,,,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817853122,239043943,06/23/2019 11:06:07 PM,06/23/2019 11:06:42 PM,,,,,a27fa6732aede2bcb48bd362ad,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-44,,,Male,,,,,,,,,"$150,000-$174,999",,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817851427,239043943,06/23/2019 11:04:35 PM,06/23/2019 11:04:47 PM,,,,,e9eb5ad7c7a43c8936f9cc8147,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,"$10,000-$24,999",,,,,,,,,,,,East North Central,,,,,,,,Android Phone / Tablet,,,,
10817851391,239043943,06/23/2019 11:04:30 PM,06/23/2019 11:05:19 PM,,,,,ba4e8ae487af3b4726b8539422,Yes,,,4 - 6,,Yes,,@bgrocker,,I have not taken the test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,,"$25,000-$49,999",,,,,,,,,,,,West North Central,,,,,,iOS Phone / Tablet,,,,,
10817842981,239043943,06/23/2019 10:55:40 PM,06/23/2019 10:56:57 PM,,,,,283ac6c48d9a17029b854133f1,Yes,,,,more than  7,Yes,,Hmlinehanr,I have taken the test,,,,INFJ (The Counselor),,,,,,,,,,,,,,,,,45 to 54,,,Female,,,,,,,White / Caucasian,,,,,45-60,,,Female,,,,"$50,000-$74,999",,,,,,,,,,,,,,West South Central,,,iOS Phone / Tablet,,,,,
10817839646,239043943,06/23/2019 10:44:16 PM,06/23/2019 10:52:22 PM,,,,,81c1c8a8279362f7716d6c8e39,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,Male,,"$0-$9,999",,,,,,,,,,,,,East North Central,,,,,,,,,,Windows Desktop / Laptop,,
10817835214,239043943,06/23/2019 10:47:20 PM,06/23/2019 10:47:44 PM,,,,,6c494746d2104cd86df737d524,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,,,,"$75,000-$99,999",,,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817835123,239043943,06/23/2019 10:47:16 PM,06/23/2019 10:47:23 PM,,,,,57b380e4a2de46ba099d2370ac,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,"$10,000-$24,999",,,,,,,,,,,,,West North Central,,,,,,,Android Phone / Tablet,,,,
10817827155,239043943,06/23/2019 10:38:52 PM,06/23/2019 10:39:17 PM,,,,,3c0b425037e11d14050ad8d5d1,Yes,,,4 - 6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,,,"$75,000-$99,999",,,,,,,,,,,South Atlantic,,,,,iOS Phone / Tablet,,,,,
10817823374,239043943,06/23/2019 10:34:53 PM,06/23/2019 10:36:44 PM,,,,,4371278f04ed0d337192166d3e,Yes,,0 - 3,,,Yes,,@johnrhuffjr,,I have not taken the test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,Male,,,"$10,000-$24,999",,,,,,,,,,,,,,,,West South Central,,,,,,Windows Desktop / Laptop,,
10817817870,239043943,06/23/2019 10:29:26 PM,06/23/2019 10:29:35 PM,,,,,4f320c92576c7a2ad5c258551a,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,,Female,,,,,"$75,000-$99,999",,,,,,,,,East North Central,,,,,,,iOS Phone / Tablet,,,,,
10817813004,239043943,06/23/2019 10:24:28 PM,06/23/2019 10:24:33 PM,,,,,fae57362e9c98fd05a475ee875,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,Male,,,,,,"$75,000-$99,999",,,,,,,,,,,,,,Mountain,,iOS Phone / Tablet,,,,,
10817812526,239043943,06/23/2019 10:23:54 PM,06/23/2019 10:24:04 PM,,,,,fc162769aa5390f7a9fbff6471,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,,Female,,,,,,"$100,000-$124,999",,,,,,,,,,South Atlantic,,,,,iOS Phone / Tablet,,,,,
10817803214,239043943,06/23/2019 10:14:15 PM,06/23/2019 10:14:20 PM,,,,,862444559cf5ae103e4025f110,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,,,,,,,,,"$200,000+",,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817800747,239043943,06/23/2019 10:11:38 PM,06/23/2019 10:11:48 PM,,,,,d6d0f04c9f847439b120fecaf4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,,Female,,,,"$50,000-$74,999",,,,,,,,,,East North Central,,,,,,,,Android Phone / Tablet,,,,
10817792311,239043943,06/23/2019 10:02:56 PM,06/23/2019 10:03:06 PM,,,,,2994ec69dd19dfc5ebb047ff4e,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,,Female,,,"$25,000-$49,999",,,,,,,,,,,,West North Central,,,,,,iOS Phone / Tablet,,,,,
10817792310,239043943,06/23/2019 10:02:58 PM,06/23/2019 10:03:06 PM,,,,,0ea8e4c7f61334526fd1b92ee3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,,Female,,,,,,,,,,,Prefer not to answer,,,,,,,,Mountain,,iOS Phone / Tablet,,,,,
10817784563,239043943,06/23/2019 09:54:41 PM,06/23/2019 09:55:09 PM,,,,,efc13ec28030ba87f0945771ab,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 60,Male,,,,"$25,000-$49,999",,,,,,,,,,,,,,,,Mountain,,iOS Phone / Tablet,,,,,
10817784284,239043943,06/23/2019 09:54:42 PM,06/23/2019 09:54:51 PM,,,,,55c0e27bc5d5d1e791777207e4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,Male,,,,,,,,,,,,Prefer not to answer,,,,West North Central,,,,,,,,,,,Other
10817783774,239043943,06/23/2019 09:54:12 PM,06/23/2019 09:54:38 PM,,,,,b8580b4c37710d6e1ec2b7cfdb,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-29,,,,Male,,,,"$25,000-$49,999",,,,,,,,,,Middle Atlantic,,,,,,,,,Android Phone / Tablet,,,,
10817783683,239043943,06/23/2019 09:54:07 PM,06/23/2019 09:55:05 PM,,,,,7a1aaf18c3601b7d6d5679473f,Yes,,,,more than  7,Yes,,Blossom_Threads45,,I have not taken the test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-29,,,,,Female,,,,,,,,,,,Prefer not to answer,,,,,South Atlantic,,,,,iOS Phone / Tablet,,,,,
10817783671,239043943,06/23/2019 09:54:08 PM,06/23/2019 09:54:31 PM,,,,,6824d3a843abe89cdd08eeb95b,Yes,,0 - 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-29,,,,Male,,,,,,,"$100,000-$124,999",,,,,,,,,,,East South Central,,,,,Android Phone / Tablet,,,,
10817783616,239043943,06/23/2019 09:54:05 PM,06/23/2019 09:54:26 PM,,,,,31e5dfcfb563a27ed27d13bbe4,Yes,,,4 - 6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-60,,,Female,,,,,"$75,000-$99,999",,,,,,,,,,,,,,,Pacific,,Android Phone / Tablet,,,,
10817783615,239043943,06/23/2019 09:54:04 PM,06/23/2019 09:54:57 PM,,,,,dd33098f149501d58ceadb6e11,Yes,,0 - 3,,,Yes,,@nope,I have taken the test,,,,,,,,,,,,ENFP (The Champion),,,,,,,25 to 34,,,,,Female,,,,,,,White / Caucasian,,,18-29,,,,,Female,,,,,"$75,000-$99,999",,,,,,,,,,,,,,,Pacific,iOS Phone / Tablet,,,,,
10817761092,239042783,06/23/2019 09:27:13 PM,06/23/2019 09:31:27 PM,12.161.171.130,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
